repo,verdict,reason,capability,install_cmd,license,risk_level,risk_note,category,evidence,checked_at
akira399/dsh-plugin-publisher,verified_plugin,Host plugin + settings GUI registering a publishing skill; documented install; GitHub PAT handled with per-operation consent.,"DSH plugin development & GitHub publishing workflow: registers dsh-plugin-publishing skill (default on, opt-out) covering env checks, plugin contract cheatsheet, dev steps, verify, and publish-to-GitHub flow; optional GitHub PAT via settings; every publish operation requires explicit human consent.",npx -p @deepseek-ai/dsh dsh plugin --profile web add github:akira399/dsh-plugin-publisher (restart dsh web; manage in Settings→插件配置→dsh-plugin-publisher),MIT,high,Can create public repos and git push with GitHub credentials; PAT stored in DSH credential store + system git credential manager and never echoed; every publish operation still requires explicit human consent.,plugin_development_skill,"README.md, package.json, cordis.patch.yml (cordis=True), skill registry, settings schema, credential listener, pnpm verify incl. privacy scan",2026-08-14
akqwpeter-prog/dsh-media-skills,verified_plugin,"Native bundle (dsh.bundle, cordis.patch.yml) registering vision/image-gen skills and a vision model route; documented dsh plugin command.","Gives dsh image reading & generation: free GLM-based vision model route, paste-image reading, and vision-review / image-gen skills; keys read from env → ~/.dsh/secrets/media-tools.env → DSH credential store, never hardcoded.",dsh plugin --profile <name> add github:akqwpeter-prog/dsh-media-skills,MIT,medium,Skill scripts call external vision/generation APIs with image data; API keys read from env vars / ~/.dsh/secrets/media-tools.env / credential store; no keys in repo.,vision,"README.md, package.json (dsh.bundle manifest), cordis.patch.yml, index.js (registers skills + seeds zhipu-vision model route), skills/ dir with SKILL.md files",2026-08-14
AlephCasara/deepseek-harness-nix,rejected,Nix packaging effort for the dsh harness itself (proposed for nixpkgs); not a DSH plugin — no plugin code or cordis manifest.,,,Not found,,,,"README.md only (tree=1): `nix run github:AlephCasara/nixpkgs/deepseek-harness#deepseek-harness`; targets DSH 0.1.0-rc.6 packaging with fixed production deps; pkgjson=False, cordis=False",2026-08-14
Alexis-fish/dsh-projects,verified_plugin,Real Cordis plugin: Codex-style named project work-units with per-session background injection; official `dsh plugin add` documented.,"Codex Projects 式工作单元:用 /project 创建隔离的命名项目(多会话+项目背景/目标),背景默认注入每个绑定会话(可按会话关闭);纯 Cordis commands + systemPrompt 服务,零运行依赖,29 个测试含真实 Context 挂载。Codex-style isolated named work units with persistent background/goal injected into every bound session.",dsh plugin --profile web add dsh-projects (or: dsh plugin --profile web add github:Alexis-fish/dsh-projects#v0.1.0),MIT,low,"Local-only: injects user-configured project background text into session system prompts; no external network, no credential handling, no subprocess execution.",task_management,"README.md, package.json (npm dsh-projects@0.1.0), cordis.yaml, tests (29 tests incl. real @deepseek-ai/cordis Context mount); documented dsh plugin install commands and dsh.profile.bundles note",2026-08-14
Alexis-fish/dsh-worktrees,verified_plugin,Real Cordis bundle creating Git worktrees + native DSH workspaces per feature; documented `dsh plugin add` install and config-dump verification.,"One feature, one Git worktree, one native DSH Workspace: 在不离开当前会话的情况下为每个 feature 创建隔离 worktree 与 Workspace,多个会话可并行处理同一仓库;基于 workspaceRegistry/Commands/Subprocess 服务契约构建。",dsh plugin --profile web add dsh-worktrees (or: dsh plugin --profile web add github:Alexis-fish/dsh-worktrees#<commit-sha>; git deps need the package's prepare build — add dsh-worktrees: true to pnpm-workspace.yaml if build scripts are blocked),MIT,medium,"Invokes git subprocesses (worktree/branch creation) and manipulates the local filesystem/workspaces via DSH Subprocess service; local-only, no network.",developer_tools,"README.md, package.json, cordis.yaml; install commands + dumped-config layer/row verification documented (row id `worktree`)",2026-08-14
ali-meoo/meoo-cli,rejected,Not a DSH extension: Claude Code plugin (`/plugin marketplace add ali-meoo/meoo-cli`) + standalone Meoo cloud CLI (@aliyun-meoo/cli) for database/login/storage/deploy; supports Claude Code/Cursor/Codex/Windsurf/Qoder/Trae/Cline but NOT DeepSeek Harness — mis-tagged with the dsh-plugin topic.,,,MIT,,,,"README.md inspected (npm badge @aliyun-meoo/cli, MIT badge; install = Claude Code /plugin commands + npm install -g; meoo login stores credentials with browser auth); digests show pkgjson=False cordis=False manifest=True skill=True (Claude skill), no DSH loading path",2026-08-14
AllenCX/dsh-quant-workspace,verified_plugin,Real DSH bundle bridging a local low-frequency quant engine (signal card/backtest/review); documented `dsh plugin add` install with optional cordis patch config.,"量化研究工作台:把本地低频量化引擎桥接进 DSH——single-ticker 信号卡、backtest、review(只读);dsh-quant CLI(strategy register/list/remove、single-ticker),捆绑 Python 引擎经 uv 运行,策略注册表/报告目录可配置。",dsh plugin --profile web add dsh-quant-workspace (or: dsh plugin --profile web add github:AllenCX/dsh-quant-workspace),MIT,medium,"Runs the bundled Python engine via `uv run` (first use syncs python/.venv) and reads local data files/ledger/strategy registry; local-only, no external market feeds confirmed.",data_tools,"README.md, package.json (TS shell), cordis.yaml; install command, user patch example ($DSH_HOME/profiles/web/cordis.patch.yml), and dsh-quant CLI usage documented; typecheck/test/build + engine pytest documented",2026-08-14
Aloneswork/deepseek-harness-codex-bridge,rejected,"Not a loadable DSH plugin: a Codex-side stdio MCP server + CLI toolbox (deepseek-harness-mcp, dsh-codex-mail, delegate_to_deepseek) installed via npm -g from a GitHub release and registered with `codex mcp add`; DSH side is driven through the Bash tool, not through DSH's plugin system (no cordis/dsh.bundle).",,,MIT,,,,"README.md, package.json inspected; install = npm install --global <release .tgz> + codex mcp add deepseek_harness; mailbox/task records under ~/.dsh-codex-bridge/ with local-only file permissions",2026-08-14
alooshxl/dsh-session-pins,verified_plugin,Real Cordis bundle adding a persistent pinned-session menu to the dsh web sidebar; documented `dsh plugin add` install/remove and full verify pipeline.,"在 DeepSeek Harness web 侧边栏提供持久化的固定会话菜单(pinned-session menu),方便快速切换常用会话;TypeScript 构建,含测试/typecheck/打包自检。",dsh plugin --profile web add github:alooshxl/dsh-session-pins#v0.1.1 (remove: dsh plugin --profile web remove @dsh-external/dsh-session-pins),MIT,low,"Local UI/sidebar change and session pinning metadata; no external calls, no credentials.",web_ui,"README.md, package.json, cordis.yaml, tree=72 (src + tests); documented dsh plugin add/remove commands, pnpm build/test/lint/typecheck/verify:package pipeline",2026-08-14
AlowEnsoul/dsh-rag-kb,watchlist,"Real local RAG KB intent (kb_search/kb_index/kb_status tools, /kb HTTP route, JSON persistence, draggable panel) but install requires editing the deepseek-harness source tree (tsconfig + web-app deps) plus lib builds; no standalone bundle at root (root package.json/cordis manifest not detected) and README carries author-specific Windows paths.","本地优先 RAG 知识库:页面左下角可拖拽悬浮面板,本地文档(文本/MD/Word)切片、向量化、语义检索,全程本地(Ollama + 纯前端/主机端,无第三方云);browser 端经 shell.overlay 槽注入,主机端注册 /kb 路由与 kb_search/kb_index/kb_status 工具,JSON 持久化。","Source-tree integration (no dsh plugin add): merge config/cordis.patch.yml.example rows (name: '@deepseek-ai/dsh-rag-kb' / '@deepseek-ai/dsh-client-ui-kb') into $DSH_HOME/cordis.patch.yml, add both packages to packages/bundle/web-app/package.json + tsconfig.base.json wildcard, then pnpm install && pnpm run build:lib:host && pnpm run build:lib:client",MIT,medium,Indexes and stores local user documents; runs Ollama embeddings locally; HTTP route + tools are localhost-bound; no cloud service.,knowledge_management,README.md (tree=16; cordis.patch.yml.example + config example; packages/client/ui-kb + packages/kb/rag-kb described; dsh-kb-store.json persistence); digests flag pkgjson=False cordis=False manifest=False at root,2026-08-14
AMAP-ML/LongHorizon-Harness,rejected,"Not a DSH extension: standalone long-horizon computer-use / Loop Engineering harness (Python, 1450 files, 698 stars) that can drive Claude Code, Codex CLI and DeepSeek Harness (`dsh` CLI) as one of several selectable agent backends; DSH is only an optional CLI backend, the repo itself is not loadable into DSH.",,,MIT,,,,"README.md inspected: AgentAdapter backends table (Claude Code / Codex / DeepSeek Harness dsh CLI phase 1), install via npm i -g @deepseek-ai/dsh for the dsh backend, .lh-harness/config.toml + Web workbench harness selector; no cordis/dsh.bundle in repo (pkgjson=False cordis=False)",2026-08-14
AmaTsumeAkira/opencode-usage,verified_plugin,"Real dsh bundle (dsh.bundle + dsh.client(web) manifest, cordis.patch.yml row) showing OpenCode Go quota as a web badge; official `dsh plugin add` documented.","在 dsh Web UI(composer dock)显示 OpenCode Go 配额徽章:滚动/周/月三窗用量百分比 + 重置倒计时,每 5 分钟自动刷新,可手动刷新;host 半体提供 /opencode-usage 路由,经 credentials 服务解析 API key 后由 curl 轮询,key 从不序列化到浏览器或日志。",dsh plugin --profile web add github:AmaTsumeAkira/opencode-usage (remove: dsh plugin --profile web remove opencode-usage),MIT,medium,"Queries the external OpenCode Go quota API using OPENCODE_GO_API_KEY (environment or ~/.dsh/.credentials.yaml) resolved server-side through the credentials service; key stays inside the harness process, never sent to browser/logs.",web_ui,"README.md + README.zh.md, package.json (dsh.bundle + dsh.client platform:web), cordis.patch.yml, lib/index.js (host route), lib/client.js (browser badge, __ModuleLoader__ format); no-install-scripts bundle (lib/ committed) so git install needs no allowBuilds",2026-08-14
Amengclass/dsh-memory,verified_plugin,"Real Cordis bundle adding memory_set/get/delete/search tools backed by ctx.storageDomain; documented `dsh plugin add` install, no build step.","持久化、模型可编辑的记忆/笔记存储:memory_set/get/delete/search 工具,数据落在 ctx.storageDomain(json 存储域),事实跨会话保留;纯 ESM JavaScript(index.js + index.d.ts),无需构建。",dsh plugin --profile web add github:Amengclass/dsh-memory (or: dsh plugin --profile web add ./dsh-memory),MIT,low,Local JSON storage-domain writes only; plugin declares a storage domain without touching backend config; no external calls.,memory_persona,"README.md, package.json, cordis.yaml; install commands, storage-domain note (web profiles mount @deepseek-ai/dsh-storage-json backend:json by default), peer runtime deps listed",2026-08-14
AmethystLuna/embedded-workbench,verified_plugin,Native DSH support ships as a Cordis bundle at repo root (root package.json declares dsh.bundle); skills discovered via dsh skill-filesystem provider; install documented in .dsh/INSTALL.md.,"嵌入式 C/C++ 固件工程插件:7-8 个 Agent Skills(FreeRTOS/ISR/NVM/Keil MDK/ARMCLANG/HardFault 排查/状态机/架构原则/LVGL);bundle 向每个 agent 会话首步注入 1% Rule/Red Flags/Plan Verification Gate(对应 Claude SessionStart hook),并注册模型可见的目录入口;同时支持 Claude Code/Codex/Cursor/Kimi/OpenCode/ZCode。",see .dsh/INSTALL.md (four options from plain skill copy to `dsh plugin add` of the root bundle which declares dsh.bundle),MIT,low,"Skills are local static docs; bundle only injects a session-start prompt gate and catalog entry — no execution, no network, no credentials.",developer_tools,"README.md, root package.json (dsh.bundle), cordis manifest, skills/ (Agent Skills standard SKILL.md files), .dsh/INSTALL.md, .codex/agents/ + .kimi-plugin + .zcode configs for other hosts; tree=78",2026-08-14
